From	Entry	Entry Name	Protein names
NP_005062	B7Z7Q5	B7Z7Q5_HUMAN	Amino acid transporter
NP_005619	Q15758	AAAT_HUMAN	Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5)
NP_005619	Q59ES3	Q59ES3_HUMAN	Amino acid transporter
NP_004161	P43005	EAA3_HUMAN	Excitatory amino acid transporter 3 (Excitatory amino-acid carrier 1) (Neuronal and epithelial glutamate transporter) (Sodium-dependent glutamate/aspartate transporter 3) (Solute carrier family 1 member 1)
NP_006662	O00341	EAA5_HUMAN	Excitatory amino acid transporter 5 (Retinal glutamate transporter) (Solute carrier family 1 member 7)
NP_006662	F1T0D3	F1T0D3_HUMAN	Amino acid transporter
NP_003029	P43007	SATT_HUMAN	Neutral amino acid transporter A (Alanine/serine/cysteine/threonine transporter 1) (ASCT-1) (Solute carrier family 1 member 4)
NP_001011554	Q8WWT9	S13A3_HUMAN	Na(+)/dicarboxylate cotransporter 3 (NaDC-3) (hNaDC3) (Na(+)-coupled carboxylate transporter 3) (NaC3) (Sodium-dependent high-affinity dicarboxylate transporter 2) (Solute carrier family 13 member 3) (SLC13A3)
NP_003975	Q13183	S13A2_HUMAN	Solute carrier family 13 member 2 (Na(+)/dicarboxylate cotransporter 1) (NaDC-1) (Renal sodium/dicarboxylate cotransporter)
NP_073740	Q8WWT9	S13A3_HUMAN	Na(+)/dicarboxylate cotransporter 3 (NaDC-3) (hNaDC3) (Na(+)-coupled carboxylate transporter 3) (NaC3) (Sodium-dependent high-affinity dicarboxylate transporter 2) (Solute carrier family 13 member 3) (SLC13A3)
NP_036582	Q9UKG4	S13A4_HUMAN	Solute carrier family 13 member 4 (Na(+)/sulfate cotransporter SUT-1) (NaS2)
NP_036582	Q59HF0	Q59HF0_HUMAN	Solute carrier family 13 (Sodium/sulfate symporters), member 4 variant
NP_071889	Q9BZW2	S13A1_HUMAN	Solute carrier family 13 member 1 (Renal sodium/sulfate cotransporter) (Na(+)/sulfate cotransporter) (hNaSi-1)
NP_071889	A4D0X1	A4D0X1_HUMAN	Solute carrier family 13 (Sodium/sulfate symporters), member 1 (cDNA, FLJ95359, Homo sapiens solute carrier family 13 (sodium/sulfate symporters), member 1 (SLC13A1), mRNA)
NP_808218	Q86YT5	S13A5_HUMAN	Na(+)/citrate cotransporter (NaCT) (Sodium-coupled citrate transporter) (Sodium-dependent citrate transporter) (Solute carrier family 13 member 5)
NP_808218	Q68D44	Q68D44_HUMAN	Uncharacterized protein DKFZp686E17257
NP_001035963	P78381	S35A2_HUMAN	UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT)
NP_001027460	P78381	S35A2_HUMAN	UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT)
NP_005651	P78381	S35A2_HUMAN	UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT)
NP_005818	P78383	S35B1_HUMAN	Solute carrier family 35 member B1 (ATP/ADP exchanger ER) (AXER) (Endoplasmic reticulum ATP/ADP translocase) (UDP-galactose transporter-related protein 1) (UGTrel1)
NP_006407	P78382	S35A1_HUMAN	CMP-sialic acid transporter (CMP-SA-Tr) (CMP-Sia-Tr) (CST) (Solute carrier family 35 member A1)
NP_036375	Q9Y2D2	S35A3_HUMAN	UDP-N-acetylglucosamine transporter (Golgi UDP-GlcNAc transporter) (Solute carrier family 35 member A3)
NP_061126	Q7Z769	S35E3_HUMAN	Solute carrier family 35 member E3 (Bladder cancer-overexpressed gene 1 protein)
NP_061126	A0A024RB82	A0A024RB82_HUMAN	Solute carrier family 35, member E3, isoform CRA_a
NP_060347	Q8N357	S35F6_HUMAN	Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog)
NP_060415	Q9BS91	S35A5_HUMAN	Probable UDP-sugar transporter protein SLC35A5 (Solute carrier family 35 member A5)
NP_055954	Q9NTN3	S35D1_HUMAN	Nucleotide sugar transporter SLC35D1 (Solute carrier family 35 member D1) (UDP-galactose transporter-related protein 7) (UGTrel7) (UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter) (UDP-GlcA/UDP-GalNAc transporter)
NP_116215	Q969S0	S35B4_HUMAN	Nucleotide sugar transporter SLC35B4 (Solute carrier family 35 member B4) (UDP-xylose and UDP-N-acetylglucosamine transporter) (YEA4 homolog)
NP_542401	Q96G79	S35A4_HUMAN	Probable UDP-sugar transporter protein SLC35A4 (Solute carrier family 35 member A4)
NP_060859	Q96A29	FUCT1_HUMAN	GDP-fucose transporter 1 (Solute carrier family 35 member C1)
NP_060859	B3KQH0	B3KQH0_HUMAN	Solute carrier family 35, member C1, isoform CRA_b (cDNA FLJ33926 fis, clone CTONG2017409, highly similar to GDP-fucose transporter 1) (cDNA FLJ90448 fis, clone NT2RP3001271, highly similar to GDP-fucose transporter 1)
NP_079157	Q96K37	S35E1_HUMAN	Solute carrier family 35 member E1
NP_079157	A0A024R7G7	A0A024R7G7_HUMAN	Solute carrier family 35, member E1, isoform CRA_c
NP_057032	Q9H1N7	S35B3_HUMAN	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (3'-phosphoadenosine 5'-phosphosulfate transporter) (PAPS transporter 2) (Solute carrier family 35 member B3)
NP_057032	A0A024R008	A0A024R008_HUMAN	Solute carrier family 35, member B3, isoform CRA_c
NP_057032	B4E1Q6	B4E1Q6_HUMAN	cDNA FLJ55270, highly similar to Solute carrier family 35 member B3
NP_694958	Q2M3R5	S35G1_HUMAN	Solute carrier family 35 member G1 (Partner of STIM1) (Transmembrane protein 20)
NP_001008783	Q5M8T2	S35D3_HUMAN	Solute carrier family 35 member D3 (Fringe connection-like protein 1)
NP_001008783	B7Z9Y0	B7Z9Y0_HUMAN	cDNA, FLJ78994, highly similar to Homo sapiens solute carrier family 35, member D3 (SLC35D3), mRNA
NP_001001479	Q6ICL7	S35E4_HUMAN	Solute carrier family 35 member E4
NP_001025029	Q5T1Q4	S35F1_HUMAN	Solute carrier family 35 member F1
NP_079522	Q8TBE7	S35G2_HUMAN	Solute carrier family 35 member G2 (Transmembrane protein 22)
NP_001091069	Q8TBE7	S35G2_HUMAN	Solute carrier family 35 member G2 (Transmembrane protein 22)
NP_001091068	Q8TBE7	S35G2_HUMAN	Solute carrier family 35 member G2 (Transmembrane protein 22)
NP_001096084	P0C7Q6	S35G6_HUMAN	Solute carrier family 35 member G6 (Acyl-malonyl-condensing enzyme 1-like protein 3) (Transmembrane protein 21B)
NP_008932	Q76EJ3	S35D2_HUMAN	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter (Homolog of Fringe connection protein 1) (HFRC1) (SQV7-like protein) (SQV7L) (Solute carrier family 35 member D2) (UDP-galactose transporter-related protein 8) (UGTrel8)
NP_008932	A0A024R9N5	A0A024R9N5_HUMAN	Solute carrier family 35, member D2, isoform CRA_a
NP_775096	Q9NQQ7	S35C2_HUMAN	Solute carrier family 35 member C2 (Ovarian cancer-overexpressed gene 1 protein)
NP_775271	Q9NQQ7	S35C2_HUMAN	Solute carrier family 35 member C2 (Ovarian cancer-overexpressed gene 1 protein)
NP_057029	Q9NQQ7	S35C2_HUMAN	Solute carrier family 35 member C2 (Ovarian cancer-overexpressed gene 1 protein)
NP_059985	Q8IXU6	S35F2_HUMAN	Solute carrier family 35 member F2
NP_060812	Q7Z5S9	TM144_HUMAN	Transmembrane protein 144
NP_079457	Q8WV83	S35F5_HUMAN	Solute carrier family 35 member F5 (Hepatitis C virus NS5A-transactivated protein 3) (HCV NS5A-transactivated protein 3)
NP_079457	A0A024RAD4	A0A024RAD4_HUMAN	Solute carrier family 35, member F5, isoform CRA_c
NP_116322	Q24JQ0	TM241_HUMAN	Transmembrane protein 241
NP_116322	Q7L033	Q7L033_HUMAN	C18orf45 protein
NP_473369	Q96KT7	S35G5_HUMAN	Solute carrier family 35 member G5 (Acyl-malonyl-condensing enzyme 1-like protein 2)
NP_689675	Q8N808	S35G3_HUMAN	Solute carrier family 35 member G3 (Acyl-malonyl-condensing enzyme 1) (Transmembrane protein 21A)
NP_775779	Q8IY50	S35F3_HUMAN	Solute carrier family 35 member F3 (Thiamine transporter SLC35F3)
NP_835361	Q8TB61	S35B2_HUMAN	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Putative MAPK-activating protein PM15) (Putative NF-kappa-B-activating protein 48) (Solute carrier family 35 member B2)
NP_878258	P0CK97	S35E2_HUMAN	Solute carrier family 35 member E2A
NP_001523	Q14542	S29A2_HUMAN	Equilibrative nucleoside transporter 2 (36 kDa nucleolar protein HNP36) (Delayed-early response protein 12) (Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter) (Equilibrative NBMPR-insensitive nucleoside transporter) (Hydrophobic nucleolar protein, 36 kDa) (Nucleoside transporter, ei-type) (Solute carrier family 29 member 2)
NP_001523	Q96FB2	Q96FB2_HUMAN	SLC29A2 protein
NP_060814	Q9BZD2	S29A3_HUMAN	Equilibrative nucleoside transporter 3 (hENT3) (Solute carrier family 29 member 3)
NP_001071645	Q99808	S29A1_HUMAN	Equilibrative nucleoside transporter 1 (hENT1) (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (es nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)
NP_001071643	Q99808	S29A1_HUMAN	Equilibrative nucleoside transporter 1 (hENT1) (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (es nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)
NP_001035751	Q7RTT9	S29A4_HUMAN	Equilibrative nucleoside transporter 4 (hENT4) (Plasma membrane monoamine transporter) (PMAT) (Solute carrier family 29 member 4)
NP_694979	Q7RTT9	S29A4_HUMAN	Equilibrative nucleoside transporter 4 (hENT4) (Plasma membrane monoamine transporter) (PMAT) (Solute carrier family 29 member 4)
NP_001073900	Q5BKX6	S45A4_HUMAN	Solute carrier family 45 member 4
NP_149093	Q96JT2	S45A3_HUMAN	Solute carrier family 45 member 3 (Prostate cancer-associated protein 6) (Prostein)
NP_001073866	Q9Y2W3	S45A1_HUMAN	Proton-associated sugar transporter A (PAST-A) (Deleted in neuroblastoma 5 protein) (DNb-5) (Solute carrier family 45 member 1)
NP_001012527	Q9UMX9	S45A2_HUMAN	Membrane-associated transporter protein (Melanoma antigen AIM1) (Protein AIM-1) (Solute carrier family 45 member 2)
NP_057264	Q9UMX9	S45A2_HUMAN	Membrane-associated transporter protein (Melanoma antigen AIM1) (Protein AIM-1) (Solute carrier family 45 member 2)
NP_057264	A0A076YGN1	A0A076YGN1_HUMAN	SLC45A2
NP_057264	A0A076YIB8	A0A076YIB8_HUMAN	SLC45A2 (Solute carrier family 45, member 2, isoform CRA_a)
NP_778148	Q6NUT3	MFS12_HUMAN	Major facilitator superfamily domain-containing protein 12
NP_116182	Q8NA29	NLS1_HUMAN	Sodium-dependent lysophosphatidylcholine symporter 1 (NLS1) (Sodium-dependent LPC symporter 1) (Major facilitator superfamily domain-containing protein 2A) (HsMFSD2A) (MFSD2a)
NP_116182	Q71RE4	Q71RE4_HUMAN	FP1147 (PP10484)
NP_060664	Q5VTY9	HHAT_HUMAN	Protein-cysteine N-palmitoyltransferase HHAT (EC 2.3.1.-) (Hedgehog acyltransferase) (Melanoma antigen recognized by T-cells 2) (MART-2) (Skinny hedgehog protein 1)
NP_060664	B7Z5N1	B7Z5N1_HUMAN	cDNA FLJ60828, highly similar to Protein-cysteine N-palmitoyltransferase HHAT
NP_065758	Q9HCP6	HHATL_HUMAN	Protein-cysteine N-palmitoyltransferase HHAT-like protein (Glycerol uptake/transporter homolog) (Hedgehog acyltransferase-like protein)
NP_065758	A0A024R2R3	A0A024R2R3_HUMAN	GUP1, glycerol uptake/transporter homolog (Yeast), isoform CRA_a
NP_065758	Q5QTR4	Q5QTR4_HUMAN	MSTP002
NP_004861	O75352	MPU1_HUMAN	Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15)
NP_004861	A0A0S2Z4W8	A0A0S2Z4W8_HUMAN	Mannose-P-dolichol utilization defect 1 isoform 1
NP_004928	O60931	CTNS_HUMAN	Cystinosin
NP_004928	A0A0S2Z3K3	A0A0S2Z3K3_HUMAN	Cystinosis nephropathic isoform 2
NP_001142	P12235	ADT1_HUMAN	ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)
NP_001142	A0A0S2Z3H3	A0A0S2Z3H3_HUMAN	ADP/ATP translocase (ADP,ATP carrier protein)
NP_001143	P05141	ADT2_HUMAN	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]
NP_001143	Q6NVC0	Q6NVC0_HUMAN	ADP/ATP translocase (ADP,ATP carrier protein)
NP_000378	O43772	MCAT_HUMAN	Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (CACT) (Solute carrier family 25 member 20)
NP_004268	O95847	UCP4_HUMAN	Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25 member 27)
NP_006349	O43808	PM34_HUMAN	Peroxisomal membrane protein PMP34 (34 kDa peroxisomal membrane protein) (Solute carrier family 25 member 17)
NP_005879	Q00325	MPCP_HUMAN	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)
NP_005879	A0A024RBH9	A0A024RBH9_HUMAN	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (Solute carrier family 25 member 3)
NP_005879	Q6MZF9	Q6MZF9_HUMAN	Uncharacterized protein DKFZp686J11229
NP_002626	Q00325	MPCP_HUMAN	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)
NP_002626	A0A024RBE8	A0A024RBE8_HUMAN	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (Solute carrier family 25 member 3)
NP_002626	Q6MZF9	Q6MZF9_HUMAN	Uncharacterized protein DKFZp686J11229
NP_998776	Q00325	MPCP_HUMAN	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)
NP_998776	A0A024RBE8	A0A024RBE8_HUMAN	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (Solute carrier family 25 member 3)
NP_998776	Q6MZF9	Q6MZF9_HUMAN	Uncharacterized protein DKFZp686J11229
NP_055066	Q9UJS0	S2513_HUMAN	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)
NP_055067	Q9Y619	ORNT1_HUMAN	Mitochondrial ornithine transporter 1 (Solute carrier family 25 member 15)
NP_057696	Q9NYZ2	MFRN1_HUMAN	Mitoferrin-1 (Mitochondrial iron transporter 1) (Mitochondrial solute carrier protein) (Solute carrier family 25 member 37)
NP_057696	Q71JB2	Q71JB2_HUMAN	Uncharacterized protein FP15737
NP_057100	Q9BZJ4	S2539_HUMAN	Probable mitochondrial glutathione transporter SLC25A39 (Solute carrier family 25 member 39)
NP_060625	Q96CQ1	S2536_HUMAN	Solute carrier family 25 member 36
NP_001098117	Q96CQ1	S2536_HUMAN	Solute carrier family 25 member 36
NP_001098117	A0A384MEA9	A0A384MEA9_HUMAN	Epididymis secretory sperm binding protein (Solute carrier family 25, member 36, isoform CRA_a)
NP_060345	Q96DW6	S2538_HUMAN	Mitochondrial glycine transporter (Appoptosin) (Mitochondrial glycine transporter GlyC) (Solute carrier family 25 member 38)
NP_061331	Q8TBP6	S2540_HUMAN	Probable mitochondrial glutathione transporter SLC25A40 (Mitochondrial carrier family protein) (Solute carrier family 25 member 40)
NP_068380	Q9HC21	TPC_HUMAN	Mitochondrial thiamine pyrophosphate carrier (Mitochondrial thiamine pyrophosphate transporter) (MTPPT) (Mitochondrial uncoupling protein 1) (Solute carrier family 25 member 19)
NP_068380	Q5JPC1	Q5JPC1_HUMAN	Solute carrier family 25 (Mitochondrial deoxynucleotide carrier), member 19, isoform CRA_a (Uncharacterized protein DKFZp667O1614) (cDNA FLJ40563 fis, clone THYMU2004169, highly similar to Mitochondrial deoxynucleotide carrier)
NP_068605	P25874	UCP1_HUMAN	Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Solute carrier family 25 member 7) (Thermogenin)
NP_003346	P55851	UCP2_HUMAN	Dicarboxylate carrier SLC25A8 (Mitochondrial uncoupling protein 2) (UCP 2) (Solute carrier family 25 member 8) (UCPH)
NP_003346	A0A024R5N5	A0A024R5N5_HUMAN	Uncoupling protein 2 (Mitochondrial, proton carrier), isoform CRA_a
NP_078974	Q9H936	GHC1_HUMAN	Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)
NP_077008	Q9BV35	SCMC3_HUMAN	Mitochondrial adenyl nucleotide antiporter SLC25A23 (Mitochondrial ATP-Mg/Pi carrier protein 2) (Short calcium-binding mitochondrial carrier protein 3) (SCaMC-3) (Solute carrier family 25 member 23)
NP_085134	Q9BQT8	ODC_HUMAN	Mitochondrial 2-oxodicarboxylate carrier (ODC) (Mitochondrial 2-oxoadipate carrier) (Solute carrier family 25 member 21)
NP_112581	Q9H0C2	ADT4_HUMAN	ADP/ATP translocase 4 (ADP,ATP carrier protein 4) (Adenine nucleotide translocator 4) (ANT 4) (Solute carrier family 25 member 31) (Sperm flagellar energy carrier protein)
NP_113669	Q9H1K4	GHC2_HUMAN	Mitochondrial glutamate carrier 2 (GC-2) (Glutamate/H(+) symporter 2) (Solute carrier family 25 member 18)
NP_113669	A0A024R0W0	A0A024R0W0_HUMAN	Solute carrier family 25 (Mitochondrial carrier), member 18, isoform CRA_a
NP_114153	Q9BXI2	ORNT2_HUMAN	Mitochondrial ornithine transporter 2 (Solute carrier family 25 member 2)
NP_115691	Q9BSK2	S2533_HUMAN	Solute carrier family 25 member 33 (Bone marrow stromal cell mitochondrial carrier protein) (BMSC-MCP) (HuBMSC-MCP) (Protein PNC1)
NP_219480	Q9H1U9	S2551_HUMAN	Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51 (Mitochondrial NAD(+) transporter SLC25A51) (Mitochondrial carrier triple repeat protein 1) (Solute carrier family 25 member 51)
NP_001029344	Q3SY17	S2552_HUMAN	Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A52 (Mitochondrial NAD(+) transporter SLC25A52) (Mitochondrial carrier triple repeat protein 2) (Solute carrier family 25 member 52)
NP_001029344	I3L0B8	I3L0B8_HUMAN	Solute carrier family 25 member 52
NP_112489	Q96A46	MFRN2_HUMAN	Mitoferrin-2 (Mitochondrial RNA-splicing protein 3/4 homolog) (MRS3/4) (hMRS3/4) (Mitochondrial iron transporter 2) (Solute carrier family 25 member 28)
NP_036272	Q9UBX3	DIC_HUMAN	Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10)
NP_036272	A0A0S2Z382	A0A0S2Z382_HUMAN	Solute carrier family 25 member 10 isoform 2
NP_110407	Q9H2D1	MFTC_HUMAN	Mitochondrial folate transporter/carrier (Solute carrier family 25 member 32)
NP_003696	O75746	S2512_HUMAN	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (Araceli hiperlarga) (Aralar) (Aralar1) (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12)
NP_003553	Q02978	M2OM_HUMAN	Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11)
NP_003553	Q6IBH0	Q6IBH0_HUMAN	SLC25A11 protein (Solute carrier family 25 (Mitochondrial carrier oxoglutarate carrier), member 11, isoform CRA_b) (cDNA FLJ76014, highly similar to Homo sapiens solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 (SLC25A11), mRNA)
NP_005975	P53007	TXTP_HUMAN	Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Mitochondrial citrate carrier) (CIC) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)
NP_660348	Q8WUT9	S2543_HUMAN	Solute carrier family 25 member 43
NP_001034444	Q8N8R3	S2529_HUMAN	Mitochondrial basic amino acids transporter (Carnitine/acylcarnitine translocase-like) (CACT-like) (Mitochondrial carnitine/acylcarnitine carrier protein CACL) (Mitochondrial ornithine transporter 3) (Solute carrier family 25 member 29)
NP_001010875	Q5SVS4	KMCP1_HUMAN	Kidney mitochondrial carrier protein 1 (Solute carrier family 25 member 30)
NP_001010875	B3KSR0	B3KSR0_HUMAN	cDNA FLJ36814 fis, clone ASTRO2003316, highly similar to Homo sapiens solute carrier family 25, member 30 (SLC25A30), mRNA
NP_001010875	B3KTE8	B3KTE8_HUMAN	cDNA FLJ38146 fis, clone D9OST2003594, highly similar to Homo sapiens solute carrier family 25, member 30 (SLC25A30), mRNA
NP_689920	P16260	GDC_HUMAN	Solute carrier family 25 member 16 (Graves disease autoantigen) (GDA) (Graves disease carrier protein) (GDC) (Mitochondrial solute carrier protein homolog)
NP_775742	Q70HW3	SAMC_HUMAN	Mitochondrial S-adenosylmethionine carrier protein (SAM carrier) (Solute carrier family 25 member 26)
NP_775908	Q8N5S1	S2541_HUMAN	Mitochondrial carrier protein SCaMC-3L (Mitochondrial ATP-Mg/Pi carrier protein SLC25A41) (Small calcium-binding mitochondrial carrier protein 3-like) (SCaMC-3-like) (SCaMC-3L) (Solute carrier family 25 member 41)
NP_001627	P12236	ADT3_HUMAN	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]
